                  (0,0), (-0.0099326200669494,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0), (-0.0099326200669494,0)
                  (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0)
                  (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0)
                  (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0)
                  (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0)
                  (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0)
                  (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0)
                  (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0)
                  (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0)
                  (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0),                   (0,0)
